,,,,,,,GOPHER,NON ANN GRASS,BARE,ROCK,LITTER,COWPIE,MOSS,ACH MIL,ACH MOL,ACM WRA,AEG TRI,AGO HET,ALL SER,AMS INT,ANC FIL,APH OCC,ART CAL,ASTE SP,AST GAM,ATH PUS,AVEN SP,BRO BER,BRO CAR,BRO DIA,BRO HOR,BRO MAD,BRO TRI,BRO TER,BROD SPP,CAL ARG,CAL VEN,CALO SP,CAL CIL,CAL MUL,CAL SUB,CALY SP,CAM GRA,CAR PYC,CAS ATT,CAS DEN,CAS ERI,CAS EXS EXS,CAS PUR,CAS RUB LIT,CAU LAS,CEN SOL,CEN SOL BROAD,CHAE SP,CHL POM,CLAR SP,CLA EXI EXI,CLA GYP,CLA PER,CLAR SP,COL HET,CRA CON,CRO SET,CRY FLA,CUS SUB,DODD SPP,DAU PUS,DEL VAR,DELP SP,DES DAN,DIC CAP,DUD SET,ELY GLA,ELY MUL,EPI MIN,EPIL SP,ERI CON,ERI GLA,ERI NUD,ERI ROS,ERI VIM,ERI RED ANG,ERO BOT,ERO CIC,ERO MOS,EROD SP,ERY CAP,ESC CAL,EUP SPA,FES BRO,FES MIC,FES MYU,FES PER,FIL GAL,FRA CAL,GAL APA,GAL POR,GALI SP,GAS PHL,GIL ACH,GIL CLI,GIL TRI,HEM CON,HEM CON LUZ,HES SPA,HOR BRA,HOR MAR,HOR MUR LEP,KOE MAC,LACT SP,LAM AUR,LAS CAL,LAY GAI,LAY PLA,LES NEM,LEP AMB,LEP AND,LEP BIC,LEP GRA,LEP LIN,LEP NIT,LEP PAR,LEPT SP,LES MIC GLA,LEW RED,LIN DIC,LOM CAR,LOM DAS,LOM MAC,LOM UTR,LOMA SP,LUP BIC,LUPI SP,MADI SP,MEL CAL,MEL TOR,MELI SP,MIC CAL,MIC DOU,MIM DOU,MIN DOU,MIN PUS,MON MAJ,MUI MAR,NAV HET,PEL AND,PEN BEL,PEN TRI,PER KEL,PHA CAL,PHA DIS,PHA IMB,PHL GRA,PLA CAL,PLA ERE,POA SEC SEC,POA SP,POLY SP,PRI HEN,PSI BRE,PTE DRY,QUE DUR,RAN CAL,RIG LEP,SAL COL,SAN BIP,SAN TUB,SENE SP,SHE ARV,SID DIP,SIL CAL,SIL GAL,SIS BEL,STE MED,STE NIT,STI PUL,STR ALB,STYL SP,TALL EVAX,TET GRA,TOX FRE,TRI ALB,TRI DEP,TRI ERI,TRI PUS,TRI GRA,TRI HIR,TRI INFLATED,TRI MIC,TRI WIL,TRIF SP,TRI LAN,TRI LAX,URO LIN,UNK ANN GRASS,UNK BUN,UNKNOW,,,,
280,1995,KCFlat,KCFlat-1(5),KCFlat-1,KCFlat,1,,,1,0,,0,0,0,0,2,0,2,0,0,,0,0,0,5,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,10,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,0,0,,0,0,0,0,0,0,0,20,0,,0,0,0,,0,0,0,,0,2,0,,0,0,0,0,40,0,0,2,0,0,0,0,2,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,2,0,0,,0,,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,,0,,,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,,,,
281,1995,KCFlat,KCFlat-2(5),KCFlat-2,KCFlat,2,,,10,0,,0,0,0,0,0,0,2,0,0,,0,0,0,10,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,,0,0,0,0,0,0,0,0,0,10,0,0,0,0,,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,0,0,,0,0,0,0,0,0,0,10,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,60,0,0,2,0,0,0,0,0,5,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,,0,0,0,0,0,0,0,0,0,,0,0,2,2,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,,0,,,2,0,0,0,0,,0,0,0,0,,0,0,,0,0,,,,
285,1995,KCFlat,KCFlat-3(5),KCFlat-3,KCFlat,3,,,10,0,,0,0,0,0,2,0,0,0,0,,0,0,0,2,0,0,,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,,,0,0,0,0,0,0,0,0,0,20,0,0,0,0,,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,0,0,,0,0,0,0,0,0,0,5,0,,0,0,0,,0,0,0,,0,2,0,,0,0,0,0,40,0,0,2,0,0,0,0,5,2,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,0,2,0,0,0,0,0,0,0,,0,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,0,0,0,0,,0,0,0,0,,0,0,,0,0,,,,
278,1995,KCFlat,KCFlat-4(5),KCFlat-4,KCFlat,4,,,20,0,,0,0,0,0,2,0,0,0,0,,0,0,0,5,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,0,0,,0,0,0,0,0,0,0,60,0,,0,0,0,,0,0,0,,0,2,0,,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,,0,2,0,0,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,,0,,,2,0,0,0,0,,0,0,2,0,,0,0,,0,0,,,,
279,1995,KCFlat,KCFlat-5(5),KCFlat-5,KCFlat,5,,,20,0,,0,0,0,0,2,0,0,0,0,,0,0,0,2,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,30,0,,0,0,0,,0,0,0,,0,1,0,,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,,0,2,0,0,0,0,0,0,0,,0,0,2,0,0,,0,,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,0,0,0,0,,0,0,0,0,,0,0,,0,0,,,,
282,1995,KCFlat,KCFlat-6(5),KCFlat-6,KCFlat,6,,,5,0,,0,0,0,0,1,0,0,0,0,,2,0,0,2,0,0,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,,0,0,,0,2,0,0,0,0,0,40,0,,0,0,0,,0,0,0,,0,2,0,,0,0,0,0,10,0,0,2,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,0,2,0,0,0,0,0,0,0,,0,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,,0,,,2,0,0,0,0,,0,0,0,0,,0,0,,0,0,,,,
283,1995,KCFlat,KCFlat-7(5),KCFlat-7,KCFlat,7,,,20,0,,0,0,0,0,5,0,0,0,0,,0,0,0,2,0,0,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,20,0,,0,0,0,,0,0,0,,0,2,0,,0,0,0,0,2,0,2,5,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,,0,2,0,0,0,0,0,0,0,,0,0,2,0,0,,0,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10,0,,0,,,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,,,,
276,1995,KCFlat,KCFlat-8(5),KCFlat-8,KCFlat,8,,,5,0,,0,0,0,0,0,0,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,20,0,,0,0,0,,0,0,0,,0,1,0,,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,,0,,,20,0,0,0,0,,0,0,0,0,,0,0,,0,0,,,,
277,1995,KCFlat,KCFlat-9(5),KCFlat-9,KCFlat,9,,,5,0,,0,0,0,0,5,0,10,0,0,,0,0,0,2,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,10,0,,0,0,0,,0,0,0,,0,2,0,,0,0,0,0,2,0,0,10,0,0,0,0,2,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,,0,2,0,0,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,,,,
284,1995,KCFlat,KCFlat-10(5),KCFlat-10,KCFlat,10,,,1,0,,0,0,0,0,2,0,5,0,0,,0,0,0,2,0,0,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,5,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,0,0,,0,0,0,0,0,0,0,20,0,,0,0,0,,0,0,0,,0,2,0,,0,0,0,0,5,0,2,5,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,0,5,0,0,0,0,0,0,0,,0,0,20,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,0,0,0,0,,0,0,0,0,,0,0,,0,0,,,,
295,1995,KCN12,KCN12-1(5),KCN12-1,KCN12,1,,,10,0,,0,0,0,0,0,0,0,0,0,,1,0,0,5,0,0,,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,10,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,5,0,20,0,,0,0,0,,0,0,0,,0,5,0,,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,0,2,0,0,0,0,0,0,0,,0,0,5,0,0,,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,,0,,,1,0,0,0,0,,0,0,0,0,,0,0,,0,0,,,,
286,1995,KCN12,KCN12-2(5),KCN12-2,KCN12,2,,,5,0,,0,0,0,0,2,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,20,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,,0,2,0,0,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,,,,
287,1995,KCN12,KCN12-3(5),KCN12-3,KCN12,3,,,10,0,,0,0,0,0,2,0,0,1,0,,0,0,0,1,0,0,,0,0,0,0,0,0,2,0,0,0,0,0,10,0,0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,5,0,,0,0,0,,0,0,0,,0,2,0,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,,0,5,0,0,0,0,0,0,0,,0,0,2,0,0,,0,,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,,,,
288,1995,KCN12,KCN12-4(5),KCN12-4,KCN12,4,,,10,0,,0,0,0,0,2,0,0,0,0,,1,0,0,0,0,0,,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,5,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,1,0,,0,0,0,0,20,0,5,2,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,,0,2,0,0,0,0,0,0,0,,0,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,,0,,,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,,,,
294,1995,KCN12,KCN12-5(5),KCN12-5,KCN12,5,,,50,0,,0,0,0,0,2,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,,,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,10,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,,0,2,0,0,0,0,0,0,0,,0,0,2,0,0,,0,,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,10,0,,0,,,2,0,0,0,0,,0,0,0,0,,0,0,,0,0,,,,
289,1995,KCN12,KCN12-6(5),KCN12-6,KCN12,6,,,20,0,,0,0,0,0,2,0,0,0,0,,0,0,0,2,0,0,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,20,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,2,0,0,0,,0,0,0,,0,0,0,,0,20,0,,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,,0,5,0,0,0,0,0,0,0,,0,0,5,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,0,,,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,,,,
292,1995,KCN12,KCN12-7(5),KCN12-7,KCN12,7,,,20,0,,0,0,0,0,0,0,0,1,0,,0,0,0,2,0,0,,0,0,1,0,0,0,2,0,0,0,0,0,5,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,10,0,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,,0,5,0,0,0,0,0,0,0,,0,0,2,0,0,,0,,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,,0,,,10,0,0,0,0,,0,0,0,0,,0,0,,0,0,,,,
293,1995,KCN12,KCN12-8(5),KCN12-8,KCN12,8,,,1,0,,0,0,0,0,2,0,0,1,0,,0,0,0,2,0,0,,0,0,0,0,0,0,2,0,0,0,0,0,30,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,2,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,,0,2,0,0,0,0,0,0,0,,0,0,2,0,0,,0,,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,,0,,,2,0,0,0,0,,0,0,0,0,,0,0,,0,0,,,,
290,1995,KCN12,KCN12-9(5),KCN12-9,KCN12,9,,,20,0,,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,5,0,5,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,5,0,2,2,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,,0,2,0,0,0,0,0,0,0,,0,0,2,0,0,,0,,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,10,0,,0,,,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,,,,
291,1995,KCN12,KCN12-10(5),KCN12-10,KCN12,10,,,5,0,,0,0,0,0,2,0,0,0,0,,0,0,0,5,0,0,,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,2,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,20,0,2,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,0,2,0,0,0,0,0,0,0,,0,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,,0,,,10,0,0,0,0,,0,0,0,0,,0,0,,0,0,,,,
298,1995,KCN22,KCN22-1(5),KCN22-1,KCN22,1,,,10,0,,0,0,0,0,2,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,2,5,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,,0,2,0,0,0,0,0,0,0,,0,0,5,0,0,,0,,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,5,0,,0,,,30,0,0,0,0,,0,0,0,0,,0,0,,0,0,,,,
300,1995,KCN22,KCN22-2(5),KCN22-2,KCN22,2,,,10,0,,0,0,0,0,1,0,0,0,0,,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,2,0,2,0,,0,0,0,,0,0,0,,0,2,0,,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,,0,2,0,0,0,0,0,0,0,,0,0,2,0,0,,0,,0,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,0,,0,,,5,0,0,0,0,,0,0,0,0,,0,0,,0,0,,,,
303,1995,KCN22,KCN22-3(5),KCN22-3,KCN22,3,,,30,0,,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,1,0,0,0,0,0,,0,0,0,,0,0,0,,1,5,0,,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,,0,2,0,0,0,0,0,0,0,,1,0,5,0,0,,0,,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,,0,,,2,0,0,0,0,,0,0,0,0,,0,0,,0,0,,,,
304,1995,KCN22,KCN22-4(5),KCN22-4,KCN22,4,,,30,0,,0,0,0,0,2,0,0,0,0,,5,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,0,0,,0,0,0,2,0,10,0,0,0,,0,0,0,,0,0,0,,0,1,0,,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,,0,2,0,0,0,0,0,0,0,,1,0,5,0,0,,0,,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,0,,,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,,,,
296,1995,KCN22,KCN22-5(5),KCN22-5,KCN22,5,,,20,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,10,0,0,0,,0,0,0,,0,0,0,,0,5,0,,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,,0,0,0,0,0,0,0,0,0,,1,0,2,0,0,,0,,0,0,20,0,0,0,0,0,0,0,0,0,2,0,0,0,0,,0,,,0,0,1,0,0,,0,0,0,0,,0,0,,0,0,,,,
305,1995,KCN22,KCN22-6(5),KCN22-6,KCN22,6,,,20,0,,0,0,0,0,0,0,0,1,0,,2,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,2,0,0,0,0,0,0,5,0,0,1,0,,0,0,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,20,0,,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,,0,0,0,0,0,0,0,0,0,,2,0,2,0,0,,0,,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,5,0,,0,,,2,0,0,0,0,,0,0,0,0,,0,0,,0,0,,,,
301,1995,KCN22,KCN22-7(5),KCN22-7,KCN22,7,,,70,0,,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,2,0,0,0,,0,0,0,,0,0,0,,2,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,,0,0,0,0,0,0,0,0,0,,2,0,5,0,0,,0,,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,5,0,,0,,,1,0,0,0,0,,0,0,0,0,,0,0,,0,0,,,,
299,1995,KCN22,KCN22-8(5),KCN22-8,KCN22,8,,,30,0,,0,0,0,0,2,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,1,0,2,0,2,0,,0,0,0,,0,0,0,,2,2,0,,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,,0,0,0,0,0,0,0,0,0,,0,0,2,0,0,,0,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,0,,,2,0,0,0,0,,0,0,0,0,,0,0,,0,0,,,,
302,1995,KCN22,KCN22-9(5),KCN22-9,KCN22,9,,,10,0,,0,0,0,0,2,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,5,0,0,0,,0,0,0,,0,0,0,,5,0,0,,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,,0,2,0,0,0,0,0,0,0,,0,0,2,0,0,,0,,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,5,0,,0,,,5,0,2,0,0,,0,0,0,0,,0,0,,0,0,,,,
297,1995,KCN22,KCN22-10(5),KCN22-10,KCN22,10,,,20,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,1,0,0,0,0,0,,0,0,0,,0,0,0,,2,2,0,,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,2,0,0,0,0,0,0,0,0,30,0,0,,0,2,0,0,0,0,0,0,0,,0,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,,0,,,10,0,0,0,0,,0,0,0,0,,0,0,,0,0,,,,
315,1995,KCN30,KCN30-1(4),KCN30-1,KCN30,1,,,30,0,,0,0,5,0,0,0,0,0,0,,2,0,0,0,0,0,,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,,,0,0,2,0,0,0,0,0,0,0,0,0,0,10,,0,0,,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,,0,0,,0,0,5,0,0,5,0,2,0,,0,0,0,,0,0,0,,0,5,0,,0,1,0,0,0,0,0,5,0,0,0,0,10,0,0,,,,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,2,0,0,,0,,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,,0,,,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,,,,
309,1995,KCN30,KCN30-2(4),KCN30-2,KCN30,2,,,50,0,,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,,,0,0,0,0,0,0,0,0,0,0,2,0,0,10,,0,0,,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,10,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,2,0,0,,0,,0,0,10,0,0,0,0,0,0,0,0,0,2,0,0,5,0,,0,,,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,,,,
